Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Liu Y., Chen C.S., Sung C.W., Singh C.","57190583369;44760962900;7202124513;24451101400;","A Game Theoretic Distributed Algorithm for FeICIC Optimization in LTE-A HetNets",2017,"IEEE/ACM Transactions on Networking","25","6",,"3500","3513",,4,"10.1109/TNET.2017.2748567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030651734&doi=10.1109%2fTNET.2017.2748567&partnerID=40&md5=2d198508c6942f25371fd76c20d8664b","Centre de Villarceaux, Nokia Bell Labs, Nozay, 91620, France; Wolfson School of Mechanical Manufacturing and Electrical Engineering, Loughborough University, Leicestershire, LE113TU, United Kingdom; Mathematics of Dynamic and Complex Networks Department, Nokia Bell Labs, Nozay, 91620, France; Department of Electronic Engineering, College of Science and Engineering, City University of Hong Kong, Hong Kong, Hong Kong; Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru, 560012, India","Liu, Y., Centre de Villarceaux, Nokia Bell Labs, Nozay, 91620, France, Wolfson School of Mechanical Manufacturing and Electrical Engineering, Loughborough University, Leicestershire, LE113TU, United Kingdom; Chen, C.S., Mathematics of Dynamic and Complex Networks Department, Nokia Bell Labs, Nozay, 91620, France; Sung, C.W., Department of Electronic Engineering, College of Science and Engineering, City University of Hong Kong, Hong Kong, Hong Kong; Singh, C., Department of Electronic Systems Engineering, Indian Institute of Science, Bengaluru, 560012, India","To obtain good network performance in Long Term Evolution-Advanced LTE-A heterogeneous networks HetNets, enhanced inter-cell interference coordination eICIC and further eICIC FeICIC have been proposed by LTE standardization bodies to address the entangled inter-cell interference and the user association problems. We propose the distributed algorithms based on the exact potential game framework for both eICIC and FeICIC optimizations. We demonstrate via simulations a 64 gain on energy efficiency EE achieved by eICIC and another 17 gain on EE achieved by FeICIC. We also show that FeICIC can bring other significant gains in terms of cell-edge throughput, spectral efficiency, and fairness among user throughputs. Moreover, we propose a downlink scheduler based on a cake-cutting algorithm that can further improve the performance of the optimization algorithms compared with conventional schedulers. © 2017 IEEE.","distributed optimization; heterogeneous networks; LTE/LTE-A; potential game; resource allocation","Energy efficiency; Game theory; Heterogeneous networks; Optimization; Radio interference; Resource allocation; Scheduling; Signal interference; Standards; Wireless telecommunication systems; Cell-edge throughputs; Distributed optimization; Enhanced inter cell interference coordination (eicic); Heterogeneous network (HetNets); Intercell interference; Lte/lte-a; Optimization algorithms; Potential games; Long Term Evolution (LTE)","Liu, Y.; Centre de Villarceaux, Nokia Bell LabsFrance; email: y.liu6@lboro.ac.uk",,"Institute of Electrical and Electronics Engineers Inc.",10636692,,IEANE,,"English","IEEE ACM Trans Networking",Article,,Scopus,2-s2.0-85030651734
"Prakash J., Roshan V., Natarajamani S.","57200947002;57200943066;36053229600;","MIMO Antenna for mobile terminals with enhanced isolation in LTE band",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"2231","2234",,,"10.1109/ICACCI.2017.8126177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042652717&doi=10.1109%2fICACCI.2017.8126177&partnerID=40&md5=b164de61306e60ccd9fd827de929902a","Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, India","Prakash, J., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, India; Roshan, V., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, India; Natarajamani, S., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, India","A MIMO antenna system comprising of two antenna elements is proposed for utilization in Long Term Evolution (LTE) frequencies for mobile terminals. The antenna element is a coupled fed printed monopole capable of functioning at LTE 2300 on a printed circuit board. The antennas are located symmetrically on the top side of the circuit board. The substrate used here is FR4 which possesses a relative permittivity of 4.4 as well as a loss tangent of 0.02. In order to reduce the mutual coupling between the antennas, a decoupling structure consisting of a ground branch is introduced which extends into the nongrounded region below the substrate. The overall dimensions of the system are 65 x 90 x 0.8 mm3, with each antenna element having an area of 24 x 14 mm2. The isolation achieved over the frequency band for the antennas leads to an envelope correlation coefficient value which is less than 0.01. © 2017 IEEE.","Decoupling; Long-Term evolution (LTE); Mobile terminal; Multiple input multiple output (MIMO); Printed monopole antenna; Reflection coefficient","Computer terminals; Frequency bands; Microstrip antennas; MIMO systems; Mobile antennas; Mobile phones; Mobile telecommunication systems; Monopole antennas; Printed circuit boards; Reflection; Wireless telecommunication systems; Decoupling; Envelope correlation coefficient; MIMO antenna system; Mobile terminal; Mutual coupling; Printed monopole antennas; Printed monopoles; Relative permittivity; Long Term Evolution (LTE)",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042652717
"Deshmukh M.S., Patil M.P., Kolhe S.R.","57171824900;57196704824;24829059800;","A dynamic statistical nonparametric cleaning and enhancement system for highly degraded ancient handwritten Modi lipi documents",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"1545","1551",,,"10.1109/ICACCI.2017.8126061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042636377&doi=10.1109%2fICACCI.2017.8126061&partnerID=40&md5=5f53fb1931b6937610a12e29c86dadd3","School of Computer Sciences, North Maharashtra University, Jalgaon, India","Deshmukh, M.S., School of Computer Sciences, North Maharashtra University, Jalgaon, India; Patil, M.P., School of Computer Sciences, North Maharashtra University, Jalgaon, India; Kolhe, S.R., School of Computer Sciences, North Maharashtra University, Jalgaon, India","A nonparametric technique for the cleaning and enhancement of the chronic old age Modi document images is presented here. The technique is based on the dynamic thresholding and connected component analysis. The automatic fixation of the Niblack factor k is proposed as per the document degradation type. The dynamic thresholding algorithm is used to segment the noisy pixels from the text area and background of the document image. To eliminate some sort of noise like clutter, marginal and blobs, connected components are calculated and analyzed. To improve the quality of the document image filtering techniques, and morphological operations are employed. The performance of the approach is tested and verified on the variety of old age degraded noisy Modi script documents. To evaluate the performance of the proposed approach, it is compared with benchmarking techniques illustrated in literature. © 2017 IEEE.","Connected component analysis; Degraded Modi documents; Dynamic thresholding; Image filtering","Benchmarking; Image enhancement; Image segmentation; Mathematical morphology; Benchmarking techniques; Connected component; Connected component analysis; Degraded Modi documents; Dynamic thresholding; Image filtering; Morphological operations; Non-parametric techniques; Information retrieval systems",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042636377
"Narasimhan H., Kashyap R., Vikram A.V., Deepthi R.C., Wali P.","57200990326;57200982934;57200993898;57200986172;35070623400;","Greedy search algorithm based two stage energy saving technique for dense LTE-A hetnets",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"894","899",,,"10.1109/ICACCI.2017.8125955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042802065&doi=10.1109%2fICACCI.2017.8125955&partnerID=40&md5=d0a988f41a17e1977305fe92be62d7d5","PESIT, Bangalore South Campus, Bangalore, 560100, India","Narasimhan, H., PESIT, Bangalore South Campus, Bangalore, 560100, India; Kashyap, R., PESIT, Bangalore South Campus, Bangalore, 560100, India; Vikram, A.V., PESIT, Bangalore South Campus, Bangalore, 560100, India; Deepthi, R.C., PESIT, Bangalore South Campus, Bangalore, 560100, India; Wali, P., PESIT, Bangalore South Campus, Bangalore, 560100, India","In the near future, because of its growing popularity and improved support for increased traffic demands from subscribers, a very dense deployment of small cells is expected in LTE-Advanced heterogeneous networks (HetNets). While this kind of deployment is expected to prepare LTE-A networks to serve the subscribers better, it will further increase their energy consumption thereby raising the carbon footprint on the environment. Hence, there is a rising need to design energy saving mechanisms for dense LTE-A HetNets. In this work, we propose a novel two stage technique to opportunistically minimize the count of base stations in a dense LTE-A HetNet, required to serve the users traffic, whose schedule is obtained from any scheduling policy that the network employs, in every scheduling interval. We employ a greedy algorithm to minimize the count of the base stations in each scheduling interval. The proposed algorithm is shown to have a polynomial time complexity making it a viable solution for the scheduling time resolution that LTE-A employs. Extensive simulations show that the proposed technique results in substantial energy saving under various traffic conditions and base stations density. © 2015 IEEE.",,"4G mobile communication systems; Base stations; Carbon; Carbon footprint; Energy conservation; Energy utilization; Heterogeneous networks; Polynomial approximation; Polynomials; Scheduling; Standards; Energy saving mechanism; Energy-saving techniques; Extensive simulations; Greedy search algorithms; Heterogeneous network (HetNets); Polynomial time complexity; Scheduling interval; Scheduling policies; Wireless telecommunication systems",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042802065
"Dhanalakshmy D.M., Menon H.P., Vinaya V.","57202567068;37036028800;57201024103;","Musical notes to MIDI conversion",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"799","804",,,"10.1109/ICACCI.2017.8125940","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042915882&doi=10.1109%2fICACCI.2017.8125940&partnerID=40&md5=96478a682cd6a2cfeb2031484de15ec0","Department of Computer Science and Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Amrita University, Coimbatore, India","Dhanalakshmy, D.M., Department of Computer Science and Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Amrita University, Coimbatore, India; Menon, H.P., Department of Computer Science and Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Amrita University, Coimbatore, India; Vinaya, V., Department of Computer Science and Engineering, Amrita School of Engineering, Amrita Vishwa Vidyapeetham, Amrita University, Coimbatore, India","Most of the popular music compositions exists in either hand-written or facsimile format even in this modern era. In order to preserve these precious music sheets, they needs to be digitization followed by conversion into machine readable format, such that a system can decode the symbolic images automatically and play the music. If an image of the musical work becomes available, the entire process of digitization can be considered as a document image processing application. Musical notes to it machine readable format conversion mainly aims at reading automatically generated musical scores in order to convert them to an electronic format such as MIDI file. In this paper, we propose a system that takes an image of a music sheet as input, identifies music symbols, calculates their pitch and duration and outputs a string corresponding to each line in the music sheet which can be played using Musicgui in DSP Toolbox. Major challenge faced is the removal of staff lines in the music sheet image without losing music symbols. Major steps involved in this are staff line removal, symbol extraction, symbol recognition, and conversion of musical scores into MIDI format. © 2017 IEEE.","MIDI; Musical notes; Projection profile analysis; Segmentation; Staff lines","Image processing; Image segmentation; Pattern recognition; Automatically generated; Document image processing; Machine-readable format; MIDI; Musical notes; Projection profile analysis; Staff lines; Symbol recognition; Electronic document exchange",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042915882
"Awasthi A.K., Harish A.R.","57044298200;6602286276;","Ultra-wideband tightly coupled dipole phased array antenna",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"275","278",,,"10.1109/ICACCI.2017.8125852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042741554&doi=10.1109%2fICACCI.2017.8125852&partnerID=40&md5=64160db6ff47e029295cdcd58c89e021","Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, Uttar Pradesh  208016, India","Awasthi, A.K., Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, Uttar Pradesh  208016, India; Harish, A.R., Department of Electrical Engineering, Indian Institute of Technology Kanpur, Kanpur, Uttar Pradesh  208016, India","In this paper, a 2 × 8 elements ultra-wideband tightly coupled dipole antenna array is presented. The array is constructed by placing alternate dipole elements on the opposite sides of a substrate. The array is designed to operate in the FCC frequency band for ultra-wideband (3.1 GHz to 10.6 GHz) wireless communication. The mutual coupling between the elements in the proposed array is high and it is used to enhance the performance of the array. An ultra-wideband 175 Ω to 50 Ω parallel strip to microstrip line transition is used as a balun and impedance transformer in the proposed structure. In the proposed array good input impedance match is achieved along with good radiation characteristics throughout the band of interest. The overall size of the array is 240 mm × 120 mm × 58.5 mm. © 2017 IEEE.","Phased array; Tightly coupled array; Ultra-wideband; Wide scan","Antenna arrays; Antenna phased arrays; Dipole antennas; Directional patterns (antenna); Frequency bands; Impedance matching (electric); Microwave antennas; Wireless telecommunication systems; Impedance transformers; Input impedance; Mutual coupling; Parallel strips; Radiation characteristics; Tightly coupled arrays; Wide scan; Wireless communications; Ultra-wideband (UWB)",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042741554
"Bhat S., Mukhopadhyay A., Sandhya Rani B.K.","57201024986;56693827700;57201023863;","Dynamic media selection between WiFi and LTE in telemedicine scenarios",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"601","606",,,"10.1109/ICACCI.2017.8125906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042917523&doi=10.1109%2fICACCI.2017.8125906&partnerID=40&md5=0c4f1eaba7446a495a2cdf39eb59e978","Department of Computer Science, Amrita University, Mysuru, India","Bhat, S., Department of Computer Science, Amrita University, Mysuru, India; Mukhopadhyay, A., Department of Computer Science, Amrita University, Mysuru, India; Sandhya Rani, B.K., Department of Computer Science, Amrita University, Mysuru, India","The heaviest challenge in wireless is to provide seamless connectivity even during mobility. In our paper, we have proposed a scenario where we use a telemedicine vehicle which supports IEEE 802.11b and Long Term Evolution (LTE). The connection between heterogeneous networks is done through the support of the proposed Dynamic Media Selection algorithm (DMS). DMS comes into the scenario when the mobile terminal moves from one network to another and there is a variation in the signal strength. This needs to be accomplished with more efficiency by minimal delay and good throughput. It also keeps track of location till the destination is reached. To accomplish this, we will develop an algorithm to ensure all these criteria work well and experimental analysis has been done for the same in NS3. Our target is to find a Dynamic Media Selection algorithm for sending Blood Pressure (BP) data from an ambulance to a healthcare center utilizing WiFi (Wireless Fidelity) and LTE (Long Term Evolution) as technologies for effective packet transmission. © 2017 IEEE.","Dynamic media selection; LTE; NS3; Telemedicine; WiFi","Blood pressure; Heterogeneous networks; Telemedicine; Wi-Fi; Wireless local area networks (WLAN); Wireless telecommunication systems; Experimental analysis; IEEE 802.11b; Media selection; Mobile terminal; Packet transmissions; Seamless connectivity; Signal strengths; Wi-Fi (wireless fidelity); Long Term Evolution (LTE)",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042917523
"Giriraja C.V., Siddharth C.M., Saketa Ch., Sai Kiran M.","56943401000;57200939901;57200945056;57200946262;","Plant health analyser",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"1821","1825",,,"10.1109/ICACCI.2017.8126109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042658829&doi=10.1109%2fICACCI.2017.8126109&partnerID=40&md5=af19b190c4be9a6f0fffe8566fc1ba40","Department of Electronics and Communication Engineering, Amrita University, Bengaluru, India","Giriraja, C.V., Department of Electronics and Communication Engineering, Amrita University, Bengaluru, India; Siddharth, C.M., Department of Electronics and Communication Engineering, Amrita University, Bengaluru, India; Saketa, Ch., Department of Electronics and Communication Engineering, Amrita University, Bengaluru, India; Sai Kiran, M., Department of Electronics and Communication Engineering, Amrita University, Bengaluru, India","India considers agriculture as it back bone in terms of economy. Every tree originates from seed and saplings are considered to be a small tree. Sapling stage is considered to be sensitive as it is more prone to diseases. Saplings require utmost care for it to have a healthy growth. This project is carried out to implement an Automatic plant health checking vehicle with the help of MATLAB where a rover keeps moving in a nursery capturing the image of the leaves. The image taken is processed using MATLAB and checked for certain diseases present. Depending on the disease detected the cause and its remedy are provided. © 2017 IEEE.","Hue; Image segmentation; Raspberry pi; Texture analysis; Threshold","Forestry; Image segmentation; MATLAB; Plant healths; Raspberry pi; Texture analysis; Threshold; Plants (botany)",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042658829
"Soloni R., Rajappa H.S., Chandrappa D.N.","57200993499;57200993131;46161088800;","Design and analysis of multiband reconfigurable microstrip patch antenna with switchable element",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"288","293",,,"10.1109/ICACCI.2017.8125855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042765678&doi=10.1109%2fICACCI.2017.8125855&partnerID=40&md5=00bc6bd49d9451fdb4c644ebdba0877b","Department of E and CE, GMIT, Davangere Davangere, India","Soloni, R., Department of E and CE, GMIT, Davangere Davangere, India; Rajappa, H.S., Department of E and CE, GMIT, Davangere Davangere, India; Chandrappa, D.N., Department of E and CE, GMIT, Davangere Davangere, India","A novel and simple frequency reconfigurable microstrip antenna using a PIN diode for multiband operation is proposed. For designing and simulating the proposed antenna CST Microwave Studio (CST MWS)-2014 tool is used. The effect of slots with a single PIN diode is studied and simulation results were analyzed. For PIN diode ON condition the designed reconfigurable antenna is resonating at 0.42 GHz, 1.407 GHz, 3.31 GHz, 3.96 GHz, 4.76 GHz and 4.99 GHz (six different frequencies) and for OFF condition it is resonating at 3.31 GHz, 3.55 GHz, 4.09 GHz, 4.77 GHz and 5 GHz (five different frequencies). The implemented antenna can be used for L-band, S-band and C-band wireless applications. © 2017 IEEE.","Frequency reconfigurable antenna; PIN Diode; Square spiral structure","Diodes; Microstrip antennas; Semiconductor diodes; Spiral antennas; Wireless telecommunication systems; Frequency reconfigurable; Frequency reconfigurable antenna; Multi-band operations; PiN diode; Reconfigurable antenna; Reconfigurable microstrip patch antennas; Spiral structures; Wireless application; Microwave antennas",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042765678
"Vijayaraghavan S., Ramnath D., Deepak T., Krishnakumar K., Ramanathan R.","57200941596;57200938822;57189237059;57200935741;55998205900;","An improved secret key update for multiple intersymbol obfuscation in physical layer security",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"191","197",,,"10.1109/ICACCI.2017.8125839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042670708&doi=10.1109%2fICACCI.2017.8125839&partnerID=40&md5=6c0ed7cd0f0db867f5771b8b014d8793","Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, 641112, India","Vijayaraghavan, S., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, 641112, India; Ramnath, D., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, 641112, India; Deepak, T., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, 641112, India; Krishnakumar, K., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, 641112, India; Ramanathan, R., Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa Vidyapeetham, Coimbatore, 641112, India","Communications security has become an integral part of wireless networks. A commonly known method to attain secrecy of information is done by addition of noise to corrupt the intruder's channel. In this paper, we undertake the principle of multiple inter-symbol obfuscation (MIO) method to improve security in wireless based communication in the last level of the OSI (Open System Interconnect) model, i.e. the physical layer. On encryption using the concept of MIO, an arbitrary subgroup of the respective symbols are put into data packets that are obscured with a group of artificially included noise symbols, commonly known as the symbols key. This tends to corrupt the third party's quality of the channel and make it worse than the genuine receiver. Hence he cannot unravel the information correctly without knowledge of the symbols key used in encryption. A self-updating process for the key is designed for automatic update of the key to enhance the encryption process. With the help of a dynamic key update process the legitimate receiver is able to encrypt the given information from the transmitter and protect it from the intruders who try to extract the message. Hence this method can deliver secrecy against passive eavesdropping and computational discretion against the fake packet injection attacks. This paper has been implemented using tools such as MATLAB and simulations have been carried out to determine the efficacy of MIO in wireless communication. © 2017 IEEE.","Artificial noise; Information-Theoretic secrecy; Physical layer security; Symbols key; Wireless communications security","Information theory; MATLAB; Network layers; Network security; Open systems; Wireless telecommunication systems; Artificial noise; Automatic updates; Communications security; Information-theoretic secrecies; Open system interconnects; Packet injection; Physical layer security; Wireless communications; Cryptography","Ramanathan, R.; Department of Electronics and Communication Engineering, Amrita School of Engineering, Amrita University, Amrita Vishwa VidyapeethamIndia; email: r_ramanathan@cb.amrita.edu",,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042670708
"Bhagat K.S., Deshmukh R.R., Patil P.B., Kirange D.K., Waghmare S.","57194010421;35737141000;46161504300;57194024903;57200937058;","Iris recognition using radon transform and GLCM",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"2257","2263",,,"10.1109/ICACCI.2017.8126182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042659703&doi=10.1109%2fICACCI.2017.8126182&partnerID=40&md5=0215208c2352d4406d1cd37cee82aec5","Department of Electronics and Telecommunication, J T Mahajan College of Engineering, Faizpur, India; Department of Computer Science and IT, Dr. Babasaheb Ambedkar Marathwada University, Aurangabaad, India; Jhulelal Institute of Technology, Nagpur, India; Department of Computer Engineering, J T Mahajan College of Engineering, Faizpur, India","Bhagat, K.S., Department of Electronics and Telecommunication, J T Mahajan College of Engineering, Faizpur, India; Deshmukh, R.R., Department of Computer Science and IT, Dr. Babasaheb Ambedkar Marathwada University, Aurangabaad, India; Patil, P.B., Jhulelal Institute of Technology, Nagpur, India; Kirange, D.K., Department of Computer Engineering, J T Mahajan College of Engineering, Faizpur, India; Waghmare, S., Department of Computer Science and IT, Dr. Babasaheb Ambedkar Marathwada University, Aurangabaad, India","Iris recognition for some time now has been a challenging exercise. This perhaps is due to the use of inappropriate descriptors during the feature extraction stage. In this paper, a Radon Transform is used as an iris signature descriptor. Blood vessels are segmented from iris image. After blood vessel segmentation, the radon transform is applied on the segmented image. The GLCM, Gabor and Local Binary Patterns are used for feature extraction. Well known SVM classifier is used for classification of the iris data. The performance of the system is evaluated on DRIVE and High Resolution Image Databases. The system performs better for the radon transform signature. This proposed approach of iris recognition using blood vessel segmentation is robust and secure and has the ability to recognize retinal images from the photographs of the known iris images. The system is more efficient in terms of accuracy as well as time complexity. The GLCM features when applied on Radon signatures gives improved results for both datasets of DRIVE and HRF. © 2017 IEEE.","Blood vessel segmentatio; Gabor; GLCM; Local binary pattern; Radon transform; SVM","Bins; Biometrics; Classification (of information); Content based retrieval; Digital storage; Extraction; Feature extraction; Image segmentation; Mathematical transformations; Blood vessel segmentation; Feature extraction stages; Gabor; GLCM; High resolution image; Local binary patterns; Radon Transform; Signature descriptor; Blood vessels",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042659703
"Saivineeth K.V., Vamshi B., Mittal V.K.","57200943849;57200167815;7103174078;","Wireless voice-controlled multi-functional secure eHome",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"2235","2240",,,"10.1109/ICACCI.2017.8126178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042650490&doi=10.1109%2fICACCI.2017.8126178&partnerID=40&md5=ef6e7c3a7ec39225bdf133eade95fd18","Design and Innovation Centre, Indian Institute of Information Technology, Chittoor Sri City, India","Saivineeth, K.V., Design and Innovation Centre, Indian Institute of Information Technology, Chittoor Sri City, India; Vamshi, B., Design and Innovation Centre, Indian Institute of Information Technology, Chittoor Sri City, India; Mittal, V.K., Design and Innovation Centre, Indian Institute of Information Technology, Chittoor Sri City, India","Automation Technologies are on a rise today as their use has reduced the efforts of humans manifold. The concept of automation has its roots today from industrial to consumer grade applications. Smart Home Automation is one such concept evolved from a broader category of Building Automation. The advancement of many wireless technologies today like Bluetooth, Wi-Fi, RF, Zigbee, WiMAX, Zwave, etc paved way for the developers to explore a variety of alternatives to design a smart home system. Although there are various wireless technologies to choose from, the performance of the system is determined by the interplay of networked sensors and actuators. This paper proposes a voice-controlled smart home (eHome) with multi-functions using Radio Frequency as the wireless choice. The proposed system is secured with a user's voice-password. The speaker dependent feature of this system makes it tightly secured. The voice-commands are recognised by a dedicated hardware module and the recognised data is sent wirelessly through a radio-frequency (RF) transmitter attached to a Arduino microcontroller board. RF receiver on the receiver unit reads the data from the transmitter and a Raspberry Pi attached to the receiver decodes the commands spoken by the user and controls the home appliances. Additionally the proposed eHome system is capable of sending the sensor data over the internet to the cloud for monitoring purposes. The proposed system is economical, modular and robust. This kind of system is particularly useful for senior citizens, physically disabled and handicapped individuals. ©2017 IEEE.","Arduino; Automation; Cloud; EHome; Multifunctions; Raspberry Pi; RF; Voice-controlled; Wireless","Clouds; Domestic appliances; Intelligent buildings; Radio; Radio transmission; Radio waves; Speech processing; Transmitters; Wi-Fi; Wireless telecommunication systems; Arduino; EHome; Multi-functions; Raspberry pi; Voice-controlled; Automation",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042650490
"Jain H., Kumar A.P.","57193154258;57191861619;","A bottom up procedure for text line segmentation of Latin script",2017,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017","2017-January",,,"1182","1187",,,"10.1109/ICACCI.2017.8126002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042742098&doi=10.1109%2fICACCI.2017.8126002&partnerID=40&md5=3e062cc5025777c37991880bd2f749bf","Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal, India","Jain, H., Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal, India; Kumar, A.P., Department of Computer Science and Engineering, Manipal Institute of Technology, Manipal, India","In this paper we present a bottom up procedure for segmentation of text lines written or printed in the Latin script. The proposed method uses a combination of image morphology, feature extraction and Gaussian mixture model to perform this task. The experimental results show the validity of the procedure. © 2017 IEEE.","8-connectivity; Connected Components (CC); Feature extraction; Guassian Mixture Model (GMM); Image morphology; Line of minimum deviation; Skeletonization","Extraction; Feature extraction; Gaussian distribution; Image segmentation; 8-connectivity; Connected component; Guassian mixture models; Image morphology; Line of minimum deviation; Skeletonization; Image processing",,,"Institute of Electrical and Electronics Engineers Inc.",,9781509063673,,,"English","Int. Conf. Adv. Comput., Commun. Inf., ICACCI",Conference Paper,,Scopus,2-s2.0-85042742098
