Authors,Author Ids,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Access Type,Source,EID
"Annamalai K.","57194210907;","Xilinx FPGA-Based Single Phase Seven-Level Inverter with Single Input DC Voltage Source",2017,"Journal of Circuits, Systems and Computers","26","12", 1750202,"","",,,"10.1142/S0218126617502024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019257885&doi=10.1142%2fS0218126617502024&partnerID=40&md5=581a3b3d6d16b813dbc41f75127fafa2","Department of Electrical Engineering, National Institute of Technology Warangal, Warangal, 506004, India","Annamalai, K., Department of Electrical Engineering, National Institute of Technology Warangal, Warangal, 506004, India","This paper presents a new multi-output boost (MOB)-switched capacitor-based asymmetrical seven-level DC/AC converter with single DC source. It has potential applications for low voltage fuel cell, PV cell inverters, electric vehicles, energy devices, etc. with front end MOB-switched capacitors and uses a single input DC source for generating multi-level output voltage waveform with reduced device counts and gate drivers. The proposed MOB converter generates asymmetrical DC link output voltage that is converted into AC using one H-bridge inverter and auxiliary switches. Operation of the proposed topology is explained with the use of a single phase seven-level boost inverter and the appropriate control scheme is also presented. Exhaustive comparisons of proposed topology are made with conventional multi-level inverters and recently new topologies have been proposed in the literature. Simulation results using MATLAB are given to verify the proposed topology. A prototype model is developed to validate the concept and their control signals are generated using Spartan 6 FPGA using MATLAB/Xilinx simulation blocks. © 2017 World Scientific Publishing Company.","DC/DC converter; multi-level inverter; Multi-output boost converter; total harmonic distortion; Xilinx system generator","Bridge circuits; Electric inverters; Field programmable gate arrays (FPGA); Fuel cells; MATLAB; Photovoltaic cells; Power converters; Topology; DC voltage sources; H-bridge inverters; Multi-output boost converters; Multilevel inverter; Prototype models; Switched capacitor; Total harmonic distortion (THD); Xilinx system generator; DC-DC converters","Annamalai, K.; Department of Electrical Engineering, National Institute of Technology WarangalIndia; email: a_kiruba81@rediffmail.com",,"World Scientific Publishing Co. Pte Ltd",02181266,,JCSME,,"English","J. Circuits Syst. Comput.",Article,,Scopus,2-s2.0-85019257885
"Garg H.","56701049300;","A Novel Improved Accuracy Function for Interval Valued Pythagorean Fuzzy Sets and Its Applications in the Decision-Making Process",2017,"International Journal of Intelligent Systems","32","12",,"1247","1260",,17,"10.1002/int.21898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017119002&doi=10.1002%2fint.21898&partnerID=40&md5=693da4961b2213d6307bbd303a73f103","School of Mathematics, Thapar University, Patiala, 147 004, India","Garg, H., School of Mathematics, Thapar University, Patiala, 147 004, India","The objective of this work is to present an improved accuracy function for the ranking order of interval-valued Pythagorean fuzzy sets (IVPFSs). Shortcomings of the existing score and accuracy functions in interval-valued Pythagorean environment have been overcome by the proposed accuracy function. In the proposed function, degree of hesitation between the element of IVPFS has been taken into account during the analysis. Based on it, multicriteria decision-making method has been proposed for finding the desirable alternative(s). Finally, an illustrative example for solving the decision-making problem has been presented to demonstrate application of the proposed approach. © 2017 Wiley Periodicals, Inc.",,"Fuzzy sets; Accuracy functions; Decision making process; Decision-making problem; Interval-valued; ITS applications; Multi-criteria decision making methods; Decision making","Garg, H.; School of Mathematics, Thapar UniversityIndia; email: harishg58iitr@gmail.com",,"John Wiley and Sons Ltd",08848173,,IJISE,,"English","Int J Intell Syst",Article,,Scopus,2-s2.0-85017119002
"Mitra M., Samanta R.K.","56349849200;6701602894;","A study on UCI hepatitis disease dataset using soft computing",2017,"Modelling, Measurement and Control C","78","4",,"467","477",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049218316&partnerID=40&md5=220099a31c864e2def6b7537d75e6e6a","Department of Computer Science and Application, University of North Bengal, Raja Rammohunpur734013, India; Department of Computer Application, Siliguri Institute of Technology, Darjeeling734009, India","Mitra, M., Department of Computer Science and Application, University of North Bengal, Raja Rammohunpur734013, India; Samanta, R.K., Department of Computer Application, Siliguri Institute of Technology, Darjeeling734009, India","Accurate diagnosis for decision making in medical diagnosis is solicited for further treatment planning. Intelligent decision support system plays an important role for medical diagnosis as well as early detection of disease to survive. In intelligent model machine learning is achieved by searching a pattern in the available data set. For this reason, data preprocessing plays a vital role for better learning and analysis process. This work uses UCI Hepatitis disease data set. Missing data are managed by using multiple imputation. Feature extraction is done using rough set (RS) based techniques. Data preprocessing was the main focus to achieve better classification accuracy. Incremental Back Propagation Learning Network (IBPLN) and Levenberg Marquardt (LM) algorithms are used as classifier. The parameters - CCR, Sensitivity, Specificity and AUC are considered for performance prediction. © 2017 AMSE Press. All rights reserved.","Classification algorithm; Feature reduction; Multiple imputation; Neural networks; UCI Hepatitis data set","Artificial intelligence; Backpropagation algorithms; Classification (of information); Data mining; Decision making; Decision support systems; Neural networks; Soft computing; Backpropagation learning; Classification accuracy; Classification algorithm; Feature reduction; Hepatitis data sets; Intelligent decision support systems; Levenberg-Marquardt algorithm; Multiple imputation; Diagnosis",,,"AMSE Press",12595977,,MMCPE,,"English","Modell Meas Control C",Article,,Scopus,2-s2.0-85049218316
"Nanda S., Dash P.K.","55058208100;7102314306;","Field programmable gate array implementation of fuzzy variable step size adaptive linear element for adaptive frequency estimation",2017,"IET Signal Processing","11","9",,"1083","1094",,,"10.1049/iet-spr.2016.0574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039986420&doi=10.1049%2fiet-spr.2016.0574&partnerID=40&md5=a277ab9578d542a8c311bd5e26c57398","School of Electronics Engineering, KIIT University, Bhubaneswar, India; Multidisciplinary Research Cell, S.O.A. University, Bhubaneswar, India","Nanda, S., School of Electronics Engineering, KIIT University, Bhubaneswar, India; Dash, P.K., Multidisciplinary Research Cell, S.O.A. University, Bhubaneswar, India","Accurate estimation of power signal frequency is an important requirement for many application areas that include system protection, energy quality monitoring and instrumentation. Though significant efforts have been made since long to develop potent algorithms for accurate estimation of power signal frequency, still their accuracy and convergence speed are a challenge under sudden frequency drift and variations. Therefore, this study focuses on a low complexity adaptive linear element filter using quadratic signal model, whose parameters are adjusted using a fast variable step size fuzzy logic-based learning algorithm to provide better convergence and noise rejection properties for the estimation of frequency from noisy and distorted signals. In addition, the new filter has also been implemented on a field programmable gate array hardware and Xilinx 14.2 with Sysgen software for the tracking of dynamic signal parameters in single and three phase power networks. Various numerical and experimental results are addressed for estimation of frequency of time varying sinusoids. © The Institution of Engineering and Technology 2017.",,"Frequency estimation; Fuzzy filters; Fuzzy logic; Logic gates; Signal analysis; Signal processing; Accurate estimation; Adaptive frequency estimation; Adaptive linear elements; Convergence speed; Distorted signals; Field-programmable gate array implementations; System protection; Variable step size; Field programmable gate arrays (FPGA)","Dash, P.K.; Multidisciplinary Research Cell, S.O.A. UniversityIndia; email: pkdash.india@gmail.com",,"Institution of Engineering and Technology",17519675,,,,"English","IET Signal Proc.",Article,,Scopus,2-s2.0-85039986420
"Verma M., Thirumalaiselvi A., Rajasankar J.","56350274600;56667710900;56114949200;","Kernel-based models for prediction of cement compressive strength",2017,"Neural Computing and Applications","28",,,"1083","1100",,2,"10.1007/s00521-016-2419-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975257584&doi=10.1007%2fs00521-016-2419-0&partnerID=40&md5=e7c42c9e23b43858f04e7a1c68447854","CSIR – Structural Engineering Research Centre, Chennai, India; Academy of Scientific and Innovative Research, Chennai, India","Verma, M., CSIR – Structural Engineering Research Centre, Chennai, India, Academy of Scientific and Innovative Research, Chennai, India; Thirumalaiselvi, A., CSIR – Structural Engineering Research Centre, Chennai, India, Academy of Scientific and Innovative Research, Chennai, India; Rajasankar, J., CSIR – Structural Engineering Research Centre, Chennai, India, Academy of Scientific and Innovative Research, Chennai, India","This paper employs three different kernel-based models—support vector regression (SVR), relevance vector machine (RVM) and Gaussian process regression (GPR)—for the prediction of cement compressive strength. The input variables for the model are taken as C3S (%), SO3 (%), Alkali (%) and Blaine (cm2/g), while the output is 28-day cement compressive strength (N/mm2) of the cement. The hyperparameters of the SVR are obtained using two different metaheuristic optimization algorithms—particle swarm optimization (PSO) and symbiotic organism search (SOS). Trial-and-error-based approach is used for arriving at the hyperparameters of RVM and GPR. The compressive strength predicted using different kernel-based models is also compared with that obtained from ANN and fuzzy logic models reported in the literature. The performance of the different kernel-based models is benchmarked using six different error indices and residual analysis. The performance of the kernel-based models is found to be at par with ANN. The better generalization capability and excellent empirical performance of the kernel-based models overcome the disadvantages associated with ANN and provide a good tool for the prediction of the cement compressive strength. © 2016, The Natural Computing Applications Forum.","Cement compressive strength; Gaussian process regression; Particle swarm optimization; Relevance vector machine; Support vector regression; Symbiotic organism search","Algorithms; Cements; Forecasting; Fuzzy logic; Gaussian distribution; Gaussian noise (electronic); Optimization; Particle swarm optimization (PSO); Regression analysis; Sandwich structures; Strength of materials; Vectors; Empirical performance; Gaussian process regression; Generalization capability; Meta-heuristic optimizations; Relevance Vector Machine; Residual analysis; Support vector regression (SVR); Symbiotic organism search; Compressive strength","Verma, M.; CSIR – Structural Engineering Research CentreIndia; email: mohitverma@serc.res.in",,"Springer London",09410643,,,,"English","Neural Comput. Appl.",Article,,Scopus,2-s2.0-84975257584
"Boora S., Agarwal S.K., Sandhu K.S.","57198516035;56937606800;35068508500;","Traditional PI and FPIL based VFCU for an Isolated Induction Generator (IIG)",2017,"International Journal of Intelligent Systems and Applications","9","12",,"10","19",,,"10.5815/ijisa.2017.12.02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036635916&doi=10.5815%2fijisa.2017.12.02&partnerID=40&md5=b249d64cd100317238bafe75ea5590fa","YMCA University of Science and Technology, Electrical Engg. Department, Faridabad, 121006, India; National Institute of Technology, Electrical Engg. Department, Kurukshetra, 136118, India","Boora, S., YMCA University of Science and Technology, Electrical Engg. Department, Faridabad, 121006, India; Agarwal, S.K., YMCA University of Science and Technology, Electrical Engg. Department, Faridabad, 121006, India, National Institute of Technology, Electrical Engg. Department, Kurukshetra, 136118, India; Sandhu, K.S., YMCA University of Science and Technology, Electrical Engg. Department, Faridabad, 121006, India, National Institute of Technology, Electrical Engg. Department, Kurukshetra, 136118, India","With the increase in load, the AC terminal voltage and frequency at the consumer premises decreases. Hence, there is encountered a need of some simple and intelligent controller which can support both voltage and frequency under load conditions. This manuscript emphasis on implementation and testing of traditional PI and non- traditional fuzzy PI logic (FPIL) based voltage and frequency controller unit (VFCU) in MATLAB based SIMULINK environment for an IIG for step change in consumer load. The electronic Controller comprises of various elements: a 3-leg diode bridge rectifier, chopper as a switch, dc filtering capacitor, discrete PI controller block, fuzzy logic controller block, and a resistive type dump load. The transient and the steady state behavior of IIG-VFCU system is examined and tested under different operating conditions to illustrate the efficaciousness of intelligent controller as compared to traditional PI controller. The performance enhancement of IIG is attained relating to rise time, settling time, overshoot and THD values using the planned intelligent controller. © 2017 MECS.","Diode bridge rectifier; Fuzzy logic; Isolated Induction Generator (IIG); MATLAB/SIMULINK; Static loads; THD",,,,"Modern Education and Computer Science Press",2074904X,,,,"English","Int. J. Intell. Syst. Appl.",Article,,Scopus,2-s2.0-85036635916
"Das T.K., Chattopadhyay S., Das A.","57196818171;57201518094;57202975118;","Line to line short circuit fault diagnosis in photo-voltaic array based microgrid system",2017,"Modelling, Measurement and Control A","90","4",,"341","352",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049097914&partnerID=40&md5=a072e413e01eb1a7130ab7aa8bde1168","Department of Electrical Engineering, GKCIET, West Bengal, India; Department of Electrical Engineering, Jadavpur University, West Bengal, India","Das, T.K., Department of Electrical Engineering, GKCIET, West Bengal, India; Chattopadhyay, S., Department of Electrical Engineering, GKCIET, West Bengal, India; Das, A., Department of Electrical Engineering, Jadavpur University, West Bengal, India","Microgrid system has been modelled where, three phase inverter has been fed by a number of solar photo voltaic arrays. The output of the inverter has been connected with a three phase step-up transformer couppled with high-voltage grid bus and high-voltage load bus. Load bus line to line short circuit fault has been assessed from inverter terminal. Output currents of the inverter has been captured and analyzed. DC components and Total Harmonics Distortion of line currents have been monitored both at normal condition and fault condition. Then, wavelet decomposition is performed on line currents at different fault conditions. Detailed and approximate coefficients at different decomposition levels have been determined and nature of these coefficients have been assessed by their skewness values. Comparative study has been carried out between normal and fault conditions. Distinct features have been extracted for diagnosis of line to line fault near load end from low-voltage inverter output terminals. Copyright © 2017 IIETA. All Rights Reserved.","Discrete wavelet transforms (DWT); Line to line fault; Skewness; Total harmonics distortion","Discrete wavelet transforms; Electric inverters; Fault slips; Higher order statistics; HVDC power transmission; Timing circuits; Wavelet decomposition; Comparative studies; Decomposition level; Line to line fault; Photo voltaic arrays; Short-circuit fault; Skewness; Three-phase inverter; Total harmonics distortions; Fault detection",,,"AMSE Press",12595985,,MMAEE,,"English","Modell Meas Control A",Article,,Scopus,2-s2.0-85049097914
"Sharma B., Nag R., Makkad M.","57201887153;57192108447;56677884000;","Process Performance Models in Software Engineering: A Mathematical Solution Approach to Problem Using Industry Data",2017,"Wireless Personal Communications","97","4",,"5367","5384",,2,"10.1007/s11277-017-4783-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029590007&doi=10.1007%2fs11277-017-4783-1&partnerID=40&md5=76d7d89f5537f2638df3c85ea490a163","Birla Institute of Technology, Noida, India; Cyber Q India Pvt. Limited, Jasola, New Delhi, India","Sharma, B., Birla Institute of Technology, Noida, India; Nag, R., Cyber Q India Pvt. Limited, Jasola, New Delhi, India; Makkad, M., Birla Institute of Technology, Noida, India","An IT Project Manager is responsible for project planning, estimating and scheduling, developing and monitoring the progress throughout its development life cycle. The selection of a particular methodology is heuristic and the performance of the system developed is unpredictable. The authors suggest that a designed process performance model (PPM) can help to predict the required factors of a process to help achieve set goals for the process. This, in turn, can help to control factors that the project and the organizations need to control and ensure expected results. PPMs may enable to work out the relationship between different variables for a well-defined project and this knowledge becomes basis for prediction of performance solution, and helps in implementation of solution. This approach related to designing of PPMs, for various real life projects situations has not been attempted by industry in a big way. The authors demonstrate how to work out the PPMs, based on the given inputs of projects, by an Indian IT company. The solution works out number of bids which arrive at a given time or predict when the next bid will arrive at service centre, based on time series and queuing theory approach. This solution approach is based on different problems that will become the basis to build PPMs for similar problems. The problems discussed here are from an Information Technology Company, with real life data from the projects under development. Testing these models with more projects data thus will formalize how to build PPMs in a similar way. The authors discuss problem areas where time series and queuing theory Models can be applied and benefits of the present approach. The authors have similarly worked on different mathematical models based on industry data and build PPMs based on Bayesian, regression, fuzzy logic and other models. This paper is submitted with only two models just to prove the concept. In future building PPMs is likely to be a necessity in high maturity IT organizations. © 2017, Springer Science+Business Media, LLC.","CMMI; FIFO; LIFO; OPP; Process performance model; QPM; Queuing theory; Time series analysis; Trend","Forecasting; Fuzzy logic; Heuristic methods; Life cycle; Queueing theory; Software engineering; CMMI; FIFO; LIFO; Process performance; Queuing theory; Trend; Time series analysis","Sharma, B.; Birla Institute of TechnologyIndia; email: balwant.sharma@gmail.com",,"Springer New York LLC",09296212,,WPCOF,,"English","Wireless Pers Commun",Article,,Scopus,2-s2.0-85029590007
"Lakshmana Gomathi Nayagam V., Jeevaraj S., Sivaraman G.","57188718878;57195640426;25632881400;","Ranking of incomplete trapezoidal information",2017,"Soft Computing","21","23",,"7125","7140",,1,"10.1007/s00500-016-2256-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978114984&doi=10.1007%2fs00500-016-2256-1&partnerID=40&md5=a6d43e3bd90c555ce47c9716ada4b956","Department of Mathematics, National Institute of Technology Tiruchirappalli, Tiruchirappalli, India; Department of Mathematics, St. Joseph’s College (Autonomous), Tiruchirappalli, India","Lakshmana Gomathi Nayagam, V., Department of Mathematics, National Institute of Technology Tiruchirappalli, Tiruchirappalli, India; Jeevaraj, S., Department of Mathematics, National Institute of Technology Tiruchirappalli, Tiruchirappalli, India; Sivaraman, G., Department of Mathematics, St. Joseph’s College (Autonomous), Tiruchirappalli, India","Any information system or decision model which consists of combinations of quantitative, qualitative, imprecise and incomplete informations can be modelled better using trapezoidal intuitionistic fuzzy numbers (TrIFNs) than interval valued intuitionistic fuzzy numbers. Ranking of TrIFNs plays an important role in intuitionistic fuzzy decision-making or intuitionistic fuzzy information system. In this paper, a new method for ranking of TrIFNs using membership, non-membership, vague and precise score functions which generalises the membership, non-membership, vague and precise score functions defined in Geetha et al. (Expert Syst Appl 41:1947–1954, 2014) is proposed and a new algorithm for solving information system problem with incomplete information is introduced. Further, the significance of our proposed method over the existing methods is studied by an illustrative example. © 2016, Springer-Verlag Berlin Heidelberg.","Information system; Intuitionistic fuzzy number; Membership; Non-membership; Trapezoidal intuitionistic fuzzy number; Vague and imprecise score functions","Decision making; Fuzzy rules; Information systems; Incomplete information; Interval-valued intuitionistic fuzzy number; Intuitionistic fuzzy decision makings; Intuitionistic fuzzy informations; Intuitionistic Fuzzy number; Membership; Non-membership; Score function; Fuzzy sets","Jeevaraj, S.; Department of Mathematics, National Institute of Technology TiruchirappalliIndia; email: jeevanitt@gmail.com",,"Springer Verlag",14327643,,,,"English","Soft Comput.",Article,,Scopus,2-s2.0-84978114984
"Sathiamoorthy J., Ramakrishnan B.","57021843000;38362210300;","A Reliable Data Transmission in EAACK MANETs Using Hybrid Three-Tier Competent Fuzzy Cluster Algorithm",2017,"Wireless Personal Communications","97","4",,"5897","5916",,1,"10.1007/s11277-017-4817-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027493848&doi=10.1007%2fs11277-017-4817-8&partnerID=40&md5=526faf46ee37d311831a567247d7e004","Thiruthangal Nadar College, Chennai, Tamil Nadu  600051, India; ST Hindu College, Nagercoil, Tamil Nadu  629002, India","Sathiamoorthy, J., Thiruthangal Nadar College, Chennai, Tamil Nadu  600051, India; Ramakrishnan, B., ST Hindu College, Nagercoil, Tamil Nadu  629002, India","Ad hoc networks like MANETs can be made manageable by clustering the network where a cluster head is given the responsibility of an arbitrator. To make clustering more efficient, fuzzy clusters can be used to ensure faster cluster formation and reliable data delivery. A wireless sensor network such as MANETs can then have an extended lifetime with the workload being distributed evenly. This paper proposes a competent fuzzy approach in cluster formation. The proposed approach has two significant stages, one which helps in the formation of fuzzy clusters and the other introduces a 3-level filtering technique. The former makes MANETs efficient and manageable and the latter helps in identifying trusted nodes for communication. The modified Fuzzy C-means clustering technique is entrusted with the task of assigning membership to each and every data point linked to each singular cluster center used in the formation of clusters, while a special filter scheme is used to distinguish between the trusted nodes and the malicious nodes. This helps is determining the identity and authenticity of the cluster members’. Eventually only the trusted nodes will be part of the communication range. The filter based fuzzy clustering approach can be used to determine the perfect nodes, which will reflect in the network performance. This also helps in improving the packet transmission in ad hoc networks like MANETs. © 2017, Springer Science+Business Media, LLC.","3-Tier fuzzy cluster (3TFC); Centralized 3-tier filter; Clustered enhanced adaptive acknowledgment (CEAACK); Fuzzy logic; Mobile ad hoc network","Ad hoc networks; Fuzzy clustering; Fuzzy filters; Fuzzy logic; Sensor nodes; Wireless sensor networks; 3-Tier fuzzy cluster (3TFC); Centralized 3-tier filter; Clustered enhanced adaptive acknowledgment (CEAACK); Clustering approach; Fuzzy C means clustering; Packet transmissions; Reliable data delivery; Reliable data transmission; Mobile ad hoc networks","Sathiamoorthy, J.; Thiruthangal Nadar CollegeIndia; email: Jsathyam74@gmail.com",,"Springer New York LLC",09296212,,WPCOF,,"English","Wireless Pers Commun",Article,,Scopus,2-s2.0-85027493848
"Meenakshi Sundaram B., Manikandan B.V., Kaliamoorthy M.","57197758856;24605509200;25929287600;","Simulation of FPGA controlled Single Stage Boost Inverter for the Applications of Grid Connected Photovoltaic System",2017,"Simulation","93","12",,"1087","1097",,,"10.1177/0037549717705466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034586109&doi=10.1177%2f0037549717705466&partnerID=40&md5=65cf46e128db5b1db17a2116edcb131e","Sethu Institute of Technology, Kariapatti, Tamil nadu, India; Mepco Schlenk Engineering College, Sivakasi, Tamil nadu, India; Dr.Mahalingam College of Engg. and Tech, Pollachi, Tamil nadu, India","Meenakshi Sundaram, B., Sethu Institute of Technology, Kariapatti, Tamil nadu, India; Manikandan, B.V., Mepco Schlenk Engineering College, Sivakasi, Tamil nadu, India; Kaliamoorthy, M., Dr.Mahalingam College of Engg. and Tech, Pollachi, Tamil nadu, India","Improving the efficiency, reducing the cost and maintaining the power quality of a grid tied with Photovoltaic (PV) system are the important aspects of the present day research. The efficiency of power conversion can be improved by reducing the number of stages. In this paper, a single stage boost inverter topology fed from PV array is used and connected to a single phase grid. Less number of switching components is used in this topology compared to conventional technique and hence, the converter losses are reduced. This can also be very well extended to utility grid system. Further, the proposed topology includes battery backup unit which consists of a DC-DC converter to overcome the variations of Voltage based Maximum Power Point (VMPP) of PV array because of the variations in solar irradiance. The proposed system uses the current control approach which has zero steady state tracking error to control the single stage boost inverter. The proposed system offers many advantages such as low cost, high efficiency, compactness and high quality of output power. Design procedure and simulation results are obtained from MATLAB/SIMULINK and the experimental results are obtained from the model developed in the laboratory. The entire system is controlled by SPATRAN 3A FPGA board. © 2017, © The Author(s) 2017.","Boost Inverter; Current Control Strategy; Grid Connected Inverter; Maximum Power Point; Photovoltaic","DC-DC converters; Efficiency; Electric current control; Electric power system control; Electric power transmission networks; Field programmable gate arrays (FPGA); MATLAB; Photovoltaic cells; Power converters; Topology; Boost inverters; Current control strategy; Grid connected inverters; Maximum power point; Photovoltaic; Electric inverters","Meenakshi Sundaram, B.; Sethu Institute of Technology, Virudhunagar District, India; email: bmsapk@gmail.com",,"SAGE Publications Ltd",00375497,,SIMUA,,"English","Simulation",Article,,Scopus,2-s2.0-85034586109
"Senniappan V., Subramanian J., Papageorgiou E.I., Mohan S.","57188926819;56517861200;56429800100;57188929256;","Application of fuzzy cognitive maps for crack categorization in columns of reinforced concrete structures",2017,"Neural Computing and Applications","28",,,"107","117",,3,"10.1007/s00521-016-2313-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964203418&doi=10.1007%2fs00521-016-2313-9&partnerID=40&md5=3420c2ae77321bbbf9ebc52bc6c88b88","Department of Information Technology, Park College of Engineering and Technology, Kaniyur, Coimbatore, Tamilnadu  641659, India; Department of Computer Science, RVS College of Engineering and Technology, Sulur, Coimbatore, Tamilnadu  641 402, India; Department of Computer Engineering, Technological Educational Institute-University of Applied Sciences of Central Greece, Lamia, Greece; Department of Business Administration, Faculty of Business Economics, Hasselt University, Hasselt, Belgium; Department of Civil Engineering, Adithya Institute of Technology, Kurumbapalayam, Coimbatore, Tamilnadu  641 107, India","Senniappan, V., Department of Information Technology, Park College of Engineering and Technology, Kaniyur, Coimbatore, Tamilnadu  641659, India; Subramanian, J., Department of Computer Science, RVS College of Engineering and Technology, Sulur, Coimbatore, Tamilnadu  641 402, India; Papageorgiou, E.I., Department of Computer Engineering, Technological Educational Institute-University of Applied Sciences of Central Greece, Lamia, Greece, Department of Business Administration, Faculty of Business Economics, Hasselt University, Hasselt, Belgium; Mohan, S., Department of Civil Engineering, Adithya Institute of Technology, Kurumbapalayam, Coimbatore, Tamilnadu  641 107, India","The detection of damage at an early stage that affects the supporting element of civil structures proves to be very significant to save invaluable human life and valuable possessions. In this research work, the severity of cracks in the supporting column is assessed using a new technique. This piece of research study uses the soft computing method of fuzzy cognitive map (FCM) to model the domain experts’ knowledge and the knowledge assimilated through relevant literature to grade the severity of cracks in supporting column. The FCM grading model is further improved by using the Hebbian learning algorithms. The presented work demonstrates the classification and prediction capabilities of FCM for the respective structural health monitoring application, using two well-known and efficient FCM learning approaches viz. nonlinear Hebbian learning (NHL) and data-driven nonlinear Hebbian learning (DD-NHL). The proposed crack severity grading model classifies the cracks in supporting column into three categories, namely fine crack, moderate crack and severe crack. The proposed model uses DD-NHL algorithm. DD-NHL is trained with 70 records and tested with 30 records and gives an overall classification accuracy of 96 %. The obtained results are better compared to other popular machine learning-based classifiers. The proposed method helps even the non-experts to find the possible causes of crack and reports them to structural engineers, to start maintenance in an appropriate stage, using various crack control techniques. Also, a software tool for crack categorization was developed based on the FCM method and its learning capabilities. Thus, it is easier for the users/civil engineers to use this software to make decisions in civil engineering domain and improve their knowledge about the health of the structure. © 2016, The Natural Computing Applications Forum.","Crack categorization; Data-driven nonlinear Hebbian learning; Fuzzy cognitive map; Fuzzy logic; Hebbian learning; Structural health monitoring","Artificial intelligence; Cognitive systems; Computation theory; Damage detection; Engineering research; Fuzzy logic; Fuzzy rules; Fuzzy systems; Grading; Large scale systems; Learning algorithms; Learning systems; Reinforced concrete; Soft computing; Structural health monitoring; Classification accuracy; Fuzzy cognitive map; Hebbian learning; Hebbian learning algorithm; Learning capabilities; Prediction capability; Soft computing methods; Structural engineer; Cracks","Senniappan, V.; Department of Information Technology, Park College of Engineering and Technology, Kaniyur, India; email: vijipark99@gmail.com",,"Springer London",09410643,,,,"English","Neural Comput. Appl.",Article,,Scopus,2-s2.0-84964203418
"Jatoth C., Gangadharan G.R., Fiore U.","56906972600;12783306400;8895749600;","Evaluating the efficiency of cloud services using modified data envelopment analysis and modified super-efficiency data envelopment analysis",2017,"Soft Computing","21","23",,"7221","7234",,5,"10.1007/s00500-016-2267-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978138305&doi=10.1007%2fs00500-016-2267-y&partnerID=40&md5=61da390d17156f9587fdee9245534d93","School of Computer and Information Sciences, University of Hyderabad, Hyderabad, India; Institute for Development and Research in Banking Technology (IDRBT), Hyderabad, India; Department of Molecular Medicine and Medical Biotechnology, Federico II University, Naples, Italy","Jatoth, C., School of Computer and Information Sciences, University of Hyderabad, Hyderabad, India, Institute for Development and Research in Banking Technology (IDRBT), Hyderabad, India; Gangadharan, G.R., Institute for Development and Research in Banking Technology (IDRBT), Hyderabad, India; Fiore, U., Department of Molecular Medicine and Medical Biotechnology, Federico II University, Naples, Italy","Several cloud services with comparable functionality are now available to customers at different prices and performance levels. Often, there may be trade-offs among different functional and non-functional requirements fulfilled by different cloud providers. Hence, it is difficult to evaluate the relative performances of the cloud services and their ranking based on various quality of service attributes. In this paper, we propose a modified data envelopment analysis and a modified super-efficiency data envelopment analysis for evaluating the cloud services and their efficiencies considering user preferences. We compare these methods of cloud service selection based on sensitivity analysis, adequacy to changes in DMUs, adequacy to support decision making and modeling of uncertainty. The comparison helps customers to choose a cloud service that is most suitable to their requirements and also creates a healthy competition among the cloud service providers. © 2016, Springer-Verlag Berlin Heidelberg.","Analytic hierarchy process; Analytic network process; Cloud computing; Data envelopment analysis; Multi-criteria decision making","Analytic hierarchy process; Cloud computing; Data envelopment analysis; Decision making; Distributed computer systems; Distributed database systems; Economic and social effects; Efficiency; Quality of service; Sensitivity analysis; Uncertainty analysis; Web services; Analytic network process; Cloud service providers; Cloud service selections; Model of uncertainty; Multi criteria decision making; Non-functional requirements; Performance level; Relative performance; Quality control","Gangadharan, G.R.; Institute for Development and Research in Banking Technology (IDRBT)India; email: grgangadharan@idrbt.ac.in",,"Springer Verlag",14327643,,,,"English","Soft Comput.",Article,,Scopus,2-s2.0-84978138305
